SANATÇI 1;SANATÇI 2;ŞARKI ADI;TÜR1;TÜR2
ZEYNEP BASTIK;ANIL PIYANCI;BIRAKMAN DOĞRU MU;POP;RAP
ZEYNEP BASTIK;ANIL PIYANCI;BIRAKMAN DOĞRU MU 2;POP;RAP
ZEYNEP BASTIK;REYNMEN;YALAN;POP;POP
ZEYNEP BASTIK;EDIS;YATAKTA KARDİYO;POP;POP
ZEYNEP BASTIK;MURDA;GÜNEŞ;POP;RAP
ZEYNEP BASTIK;MUSTAFA SANDAL;MOD;POP;POP
ZEYNEP BASTIK;KOZMOS;SAVAŞTIM HARBİDEN;POP;RAP
ZEYNEP BASTIK;CAGRI TELKIVIRAN;SEN SANDIM;POP;POP
ZEYNEP BASTIK;MURAT DALKILIC;BEN KALP SEN;POP;POP
ZEYNEP BASTIK;NUKHET DURU;KAZANDIM;POP;POP
ZEYNEP BASTIK;EMIR CAN IGREK;DARGIN;POP;POP
ANIL PIYANCI;EZHEL;BUGÜN BİRAZ İÇTİM;RAP;RAP
ANIL PIYANCI;GROGI;BUGÜN BİRAZ İÇTİM;RAP;RAP
ANIL PIYANCI;EZHEL;KAFA10;RAP;RAP
ANIL PIYANCI;EZHEL;I'M THE KING;RAP;RAP
ANIL PIYANCI;EZHEL;İYİ Kİ DOĞDUN;RAP;RAP
ANIL PIYANCI;EZHEL;SEKİZ 2;RAP;RAP
ANIL PIYANCI;EZHEL;KEYİF PEZEVENGİ;RAP;RAP
ANIL PIYANCI;KAAN BOSNAK ;NEDENİ GÖREMEM;RAP;POP
ANIL PIYANCI;KAAN BOSNAK ;OLMUYOR;RAP;POP
ANIL PIYANCI;KAAN BOSNAK ;KALMADI TADIM TUZUM;RAP;POP
ANIL PIYANCI;KAAN BOSNAK ;TAKSİM;RAP;POP
ANIL PIYANCI;KAAN BOSNAK ;GÖKLERDE SÜZÜLÜRKEN;RAP;POP
ANIL PIYANCI;KAAN BOSNAK ;VARSIN;RAP;POP
ANIL PIYANCI;SEHINSAH;GİT;RAP;RAP
ANIL PIYANCI;SEHINSAH;ADAM OLMAZ;RAP;RAP
ANIL PIYANCI;SEHINSAH;KİRLENDİ TÜM DUYGULARIM;RAP;RAP
ANIL PIYANCI;SEHINSAH;HATALAR BENİM;RAP;RAP
ANIL PIYANCI;SEHINSAH;ESKİ OKUL;RAP;RAP
ANIL PIYANCI;SEHINSAH;TYGA;RAP;RAP
ANIL PIYANCI;SEHINSAH;6EP;RAP;RAP
ANIL PIYANCI;SEHINSAH;HERKES SAVAŞ İSTİYOR;RAP;RAP
ANIL PIYANCI;SEHINSAH;SOĞUK SAVAŞ;RAP;RAP
ANIL PIYANCI;CANBAY & WOLKER;KATLIAM 3;RAP ;RAP
ANIL PIYANCI;CANBAY & WOLKER;KATLIAM 3;RAP;RAP
ANIL PIYANCI;SANISER;KATLIAM 3;RAP;RAP
ANIL PIYANCI;ROTA;KATLIAM 3;RAP;RAP
ANIL PIYANCI;HAYKI;KATLIAM 3;RAP;RAP
ANIL PIYANCI;YENER CEVIK;KATLIAM 3;RAP;RAP
ANIL PIYANCI;TEKMILL;KATLIAM 3;RAP;RAP
ANIL PIYANCI;DEFKHAN;KATLİAM 3;RAP;RAP
ANIL PIYANCI;SIRDAV;KATLİAM 3;RAP;RAP
ANIL PIYANCI;SEHINSAH;TABİ LEN;RAP;RAP
ANIL PIYANCI;CONTRA;YERDEN YÜKSEK;RAP;RAP
ANIL PIYANCI;CONTRA;HİÇBİR ŞEYİN YOK;RAP;RAP
ANIL PIYANCI;DR.FUCHS;KATLİAM 3;RAP ;RAP
ANIL PIYANCI;CONTRA;AYIK OL;RAP;RAP
ANIL PIYANCI;CONTRA;TAVŞAN;RAP;RAP
ANIL PIYANCI;CONTRA;FİGHT KULÜP 2;RAP;RAP
ANIL PIYANCI;MASSAKA;KATLİAM 3;RAP ;RAP
ANIL PIYANCI;CONTRA;YERDEN YÜKSEK 2;RAP;RAP
ANIL PIYANCI;CONTRA;SUSHİ;RAP;RAP
ANIL PIYANCI;CONTRA;KATLİAM 2;RAP;RAP
ANIL PIYANCI;CONTRA;K.E.F.Y;RAP;RAP
ANIL PIYANCI;SANSAR SALVO;KATLIAM 2;RAP;RAP
ANIL PIYANCI;ALEYNA KALAYCIOGLU;BANA CEVAP VER;RAP;POP
ANIL PIYANCI;SANSAR SALVO;KATLİAM 3;RAP;RAP
ANIL PIYANCI;SANSAR SALVO;HERKES DOĞRU;RAP;RAP
ANIL PIYANCI;SUFLE;YASIYORUM OLESIYE;RAP;POP
ANIL PIYANCI;SANSAR SALVO;RAHAT OL;RAP;RAP
ANIL PIYANCI;SANSAR SALVO;TABİ LEN;RAP;RAP
ANIL PIYANCI;BEN FERO;SIKI DUR;RAP;RAP
ANIL PIYANCI;CASH FLOW;ADAM OLMAZ;RAP;RAP
ANIL PIYANCI;CASH FLOW;ETRAFTA DOLANMA;RAP;RAP
ANIL PIYANCI;EYPIO;ADAM OLMAZ;RAP;RAP
ANIL PIYANCI;EYPIO;KATLİAM 4;RAP;RAP
ANIL PIYANCI;PERDENIN ARDINDAKILER;YAĞMURLAR;RAP;POP
ANIL PIYANCI;MASSAKA;KATLİAM 2;RAP;RAP
ANIL PIYANCI;YENER CEVIK;KATLIAM 2;RAP;RAP
ANIL PIYANCI;VELET;KATLIAM 2;RAP;RAP
ANIL PIYANCI;MONSTAR361;KATLIAM 2;RAP;RAP
ANIL PIYANCI;DEFKHAN;KATLIAM 2;RAP;RAP
ANIL PIYANCI;GEKKO G;KATLIAM 2;RAP;RAP
ANIL PIYANCI;RED;SEKİZ 2;RAP;RAP
ANIL PIYANCI;CEG;YEŞİLLENDİR;RAP;RAP
ANIL PIYANCI;KEISAN;SEKİZ 2;RAP;RAP
ANIL PIYANCI;NOMAD;SEKİZ 2;RAP;RAP
ANIL PIYANCI;EDIS;KAINAT;RAP;POP
ANIL PIYANCI;EKIN BERIL;KAINAT;RAP;POP
ANIL PIYANCI;ANSE;YENİDEN BAŞLAR;RAP;POP
ANIL PIYANCI;MONOMAN;ETRAFTA DOLANMA;RAP;RAP
ANIL PIYANCI;AYDILGE;İÇİME DÜŞTÜ ATEŞ;RAP;POP
ANIL PIYANCI;KILLA HAKAN;FIGHT KULÜP 2;RAP;RAP
ANIL PIYANCI;MASSAKA;FIGHT KULUP 2;RAP;RAP
ANIL PIYANCI;SUMMER CEM;FIGHT KULUP 2;RAP;RAP
ANIL PIYANCI;KHONTKAR;FIGHT KULUP 2;RAP;RAP
ANIL PIYANCI;GROGI;BALERIN;RAP;RAP
ANIL PIYANCI;FUAT ERGIN;NEFSINE GUC VER;RAP;RAP
ANIL PIYANCI;ARAF;NEFSINE GUC VER;RAP;RAP
ANIL PIYANCI;EYLUL PIYANCI;SONDULERSE;RAP;POP
ANIL PIYANCI;EZHEL;ANKARADAYIZ;RAP;RAP
ANIL PIYANCI;RED;ANKARADAYIZ;RAP;RAP
ANIL PIYANCI;CEZA;FIGHT KULUP 2;RAP;RAP
KEISAN;ANIL PIYANCI;ANKARADAYIZ;RAP;RAP
KEISAN;ANIL PIYANCI;KİRLENDİ TÜM DUYGULARIM;RAP;RAP
KEISAN;ANIL PIYANCI;NE BAKIYON DAYI DAYI;RAP;RAP
KEISAN;ANIL PIYANCI;PARE PARE;RAP;RAP
KEISAN;ANIL PIYANCI;OLMAZSA OLMAZ;RAP;RAP
KEISAN;ANIL PIYANCI;BANA DİK DİK BAKMA;RAP;RAP
KEISAN;ANIL PIYANCI;KUŞKU;RAP;RAP
KEISAN;ANIL PIYANCI;HAYRI YOK;RAP;RAP
KEISAN;ANIL PIYANCI;KENDİMİ BOZDUM;RAP;RAP
KEISAN;ANIL PIYANCI;SENİ ARAMAZ OLAYDIM;RAP;RAP
KEISAN;ANIL PIYANCI;KAYBETTİM YOLUMU;RAP;RAP
KEISAN;ANIL PIYANCI;SIFIR SIFIR;RAP;RAP
KEISAN;BEN FERO;KİM O;RAP;RAP
KEISAN;BEN FERO;İYİCE DERİNE;RAP;RAP
KEISAN;CAKAL;ALTIPATLAR;RAP;RAP
KEISAN;DELAREDO;YAŞIYORUZ ÖLMEMEK İÇİN;RAP;RAP
KEISAN;EZHEL;ANKARADAYIZ;RAP;RAP
KEISAN;EZHEL;ANLA ;RAP;RAP
KEISAN;EZHEL;YENİDEN;RAP;RAP
KEISAN;EZHEL;SENFONİ 4;RAP;RAP
KEISAN;EZHEL;SENFONİ 1;RAP;RAP
KEISAN;KHONTKAR;GÖRMEDİM BÖYLESİNİ;RAP;RAP
KEISAN;EZHEL;SEKIZ 2 ;RAP;RAP
KEISAN;RED;SEKIZ 2 ;RAP;RAP
KEISAN;NOMAD;SEKIZ 2 ;RAP;RAP
KEISAN;RED;ANKARADAYIZ;RAP;RAP
KEISAN;RECKOL;ALTIPATLAR;RAP;RAP
KEISAN;SEHINSAH;KIRLENDI TUM DUYGULARIM;RAP;RAP
KEISAN;OHASH;OLAN OLDU;RAP;RAP
KEISAN;SEHINSAH;CANNABIS;RAP;RAP
KEISAN;REDO;LANET;RAP;RAP
KEISAN;DIANZ;KASILMA;RAP;RAP
KEISAN;REDO;ZOMBIE;RAP;RAP
KEISAN;BETA BERK BAYINDIR;SUTLA TOPU;RAP;RAP
KEISAN;SERVER URAZ;SUTLA TOPU;RAP;RAP
KEISAN;BETA BERK BAYINDIR;TRIPTE DEGILIZ;RAP;RAP
KEISAN;REDO;TRIPTE DEGILIZ;RAP;RAP
KEISAN;REDO;YAKALA;RAP;RAP
KEISAN;MERT SENEL;ITFAIYE;RAP;RAP
KEISAN;SOKRAT ST;YAKLAS BANA;RAP;RAP
KAAN BOSNAK;SANSAR SALVO;KOPTU KAYIS;POP;RAP
KAAN BOSNAK;ANIL BAYRAKTAR;KATIYDI BUHARLASTI;POP;POP
KAAN BOSNAK;METTH;BU SEFER BASKA;POP;RAP
DEMET AKALIN;LVBEL C5;BENI UNUTMA;POP;RAP
DEMET AKALIN;SEFO;YERINDE DUR;POP;RAP
DEMET AKALIN;OZCAN DENIZ;NASIP DEGILMIS;POP;POP
DEMET AKALIN;GOKHAN OZEN;YIKIL KARSIMDAN;POP;POP
DEMET AKALIN;ERSAY UNER;YILAN;POP;POP
DEMET AKALIN;GOKHAN OZEN;NEFSI MUDAFAA;POP;POP
EZHEL;EMEL;BAZEN;RAP;POP
EZHEL;MURDA;BIR SONRAKI HAYATIMDA GEL;RAP;RAP
EZHEL;GROGI;BUGÜN BİRAZ İÇTİM;RAP;RAP
EZHEL;UFO361;YEMIN OLSUN;RAP;RAP
EZHEL;SUMMER CEM;KONTAK;RAP;RAP
EZHEL;MURDA;UCHIGATANA;RAP;RAP
EZHEL;UFO361;WIR SIND KRAL;RAP;RAP
EZHEL;MURDA;DUMAN;RAP;RAP
EZHEL;UFO361;BIR DAHA;RAP;RAP
EZHEL;MURDA;AYA;RAP;RAP
EZHEL;UFO361;KAPAT ISIKLARINI;RAP;RAP
EZHEL;KILLA HAKAN;FIGHT KULUP ;RAP;RAP
EZHEL;CEZA;FIGHT KULUP ;RAP;RAP
EZHEL;BEN FERO;FIGHT KULUP ;RAP;RAP
EZHEL;UFO361;SCHWARZ WEISS;RAP;RAP
EZHEL;UFO361;YKKE;RAP;RAP
MUSTAFA CECELI;BENGU;KERVAN;POP;POP
MUSTAFA CECELI;BURAK BULUT;RASTGELE;POP;POP
MUSTAFA CECELI;KURTULUS KUS;RASTGELE;POP;POP
MUSTAFA CECELI;IREM DERICI;RASTGELE;POP;POP
MUSTAFA CECELI;SEMICENK;DAYAN;POP;POP
MUSTAFA CECELI;YIKDIZ TILBE;ASKTAN GIDERKEN;POP;POP
MUSTAFA CECELI;NIGAR MUHARREM;SALINCAK;POP;POP
MUSTAFA CECELI;BURAK BULUT;SARGI;POP;POP
MUSTAFA CECELI;KURTULUS KUS;SARGI;POP;POP
MUSTAFA CECELI;NIGAR MUHARREM;SARGI;POP;POP
MUSTAFA CECELI;IRMAK ARICI;MUHUR;POP;POP
MUSTAFA CECELI;BILAL HANCI;RUZGAR;POP;POP
MUSTAFA CECELI;BURAK BULUT;LEYLA MECNUN;POP;POP
MUSTAFA CECELI;KURTULUS KUS;LEYLA MECNUN;POP;POP
MUSTAFA CECELI;IRMAK ARICI;GUN AGARMADAN;POP;POP
MUSTAFA CECELI;EKIN UZUNLAR;YOLLARI ASAMADIM;POP;POP
MUSTAFA CECELI;ELVAN GUNAYDIN;EKSIK;POP;POP
MUSTAFA CECELI;IREM DERICI;KIYMETLIM;POP;POP
MUSTAFA CECELI;BENGU;ZAMAN;POP;POP
MUSTAFA CECELI;SINAN AKCIL;DURUM COK ACIL;POP;POP
MUSTAFA CECELI;MERVE OZBEY;DURUM COK ACIL;POP;POP
MUSTAFA CECELI;RAST;VAZGEC GONUL;POP;POP
MUSTAFA CECELI;IREM DERICI;COK SEVMEK YASAKLANMALI;POP;POP
MUSTAFA CECELI;SINAN AKCIL;ANLARSIN;POP;POP
MUSTAFA CECELI;SINAN AKCIL;COK SEVMEK YASAKLANMALI;POP;POP
EYPIO;BURAK KING;GUNAH BENIM;RAP;RAP
EYPIO;TUGCE KANDEMIR;KORKUM BUNDAN;RAP;POP
EYPIO;TUGCE KANDEMIR;SENI OPTUGUM SOKAK;RAP;POP
EYPIO;HEJA;SEYTAN VE MELEKLER;RAP;RAP
EYPIO;NO.1;SEYTAN VE MELEKLER;RAP;RAP
EYPIO;ZERRIN OZER;ITIRAZIM VAR;RAP;POP
EYPIO;YENER CEVIK;BANA SOR;RAP;RAP
EYPIO;YENER CEVIK;TABLO;RAP;RAP
EYPIO;HAYKI;TABLO;RAP;RAP
EYPIO;BURAK KING;SEN;RAP;RAP
EYPIO;MUSTAFA SANDAL;RESET;RAP;POP
EYPIO;CASH FLOW;ADAM OLMAZ;RAP;RAP
EYPIO;SEHINSAH;ADAM OLMAZ;RAP;RAP
EYPIO;BURAK BULUT;LEYLAM;RAP;POP
EYPIO;KURTULUS KUS;LEYLAM;RAP;POP
EYPIO;CAGRI SINCI;OLMEZSEN KAYBETMEZSIN;RAP;RAP
EYPIO;ALLAME;YAK GEMILERINI;RAP;RAP
EYPIO;YENER CEVIK;YAK GEMILERINI;RAP;RAP
EYPIO;ALLAME;NEDEN;RAP;RAP
EYPIO;TUGCE KANDEMIR;ZELZELE;RAP;POP
EYPIO;BILAL HANCI;ZELZELE;RAP;POP
EYPIO;CAN YUCE;ZELZELE;RAP;POP
EYPIO;PINAR SUER;ZELZELE;RAP;POP
EYPIO;NAHIDE BABASHLI;ZELZELE;RAP;POP
EYPIO;AYSEL YAKUPOGLU;ZELZELE;RAP;POP
EYPIO;NIGAR MUHARREM;ZELZELE;RAP;POP
EYPIO;HAYKI;KATIL;RAP;RAP
EYPIO;KEZZO;CARE DEGIL;RAP;RAP
EYPIO;NO.1;CARE DEGIL;RAP;RAP
EYPIO;UMUT TIMUR;SEVIYO SEVMIYO;RAP;POP
EYPIO;FUAT ERGIN;UTANDIM AH;RAP;RAP
EYPIO;KADR;GECE KARARIR;RAP;POP
EYPIO;KEZZO;KAYBIM COK;RAP;RAP
EYPIO;CAGRI SINCI;GIYABINDA;RAP;RAP
EYPIO;CAGRI SINCI;YAPCAGNIZ ISE;RAP;RAP
EYPIO;INDIGO;YAPCAGNIZ ISE;RAP;RAP
EYPIO;FUAT ERGIN;IZAHAT;RAP;RAP
EYPIO;MUSTAFA SANDAL;BIZIM COCUKLAR;RAP;POP
EYPIO;DERYA ULUG;BIZIM COCUKLAR;RAP;POP
EYPIO;IRMAK ARICI;BIZIM COCUKLAR;RAP;POP
SINAN AKCIL;DURU;BANA AITSIN;POP;POP
SINAN AKCIL;GULBEN ERGEN;SENI BULURUM;POP;POP
SINAN AKCIL;ECE MUMAY;VAZGECMEM;POP;POP
SINAN AKCIL;ECE MUMAY;FELAKET;POP;POP
SINAN AKCIL;HANDE YENER;ATMA;POP;POP
SINAN AKCIL;ATLAS;DIYEMIYORUM;POP;POP
SINAN AKCIL;SERDAR ORTAC;YUZYILIN ASKI;POP;POP
SINAN AKCIL;MERVE OZBEY;DURUM COK ACIL;POP;POP
SINAN AKCIL;ILYAS YALCINTAS;HIC UNUTMA;POP;POP
SINAN AKCIL;SERDAR ORTAC;HABER GELMIYOR YARDAN;POP;POP
SINAN AKCIL;IREM DERICI;COK SEVMEK YASAKLANMALI;POP;POP
SINAN AKCIL;AJDA PEKKAN;CUMARTESI;POP;POP
SINAN AKCIL;SEREN UZUN;ASLAN PARCASI;POP;POP
SINAN AKCIL;ALEYNA KALAYCIOGLU;YANIMDADIR;POP;POP
SINAN AKCIL;MUSTAFA CECELI;EFKAR GECESI;POP;POP
SINAN AKCIL;IREM DERICI;EFKAR GECESI;POP;POP
SINAN AKCIL;ALEYNA KALAYCIOGLU;SENYOR;POP;POP
SINAN AKCIL;BENGU;BU ASK YERDE KALMAZ;POP;POP
SINAN AKCIL;DEMET AKALIN;VAZGECILMEZIM;POP;POP
SINAN AKCIL;DEMET AKALIN;YALAN;POP;POP
SEHABE;AYDILGE;SARILSAK GECER GIBIYDI;RAP;POP
SEHABE;SANISER;SUSAMAM;RAP;RAP
SEHABE;FUAT ERGIN;SUSAMAM;RAP;RAP
SEHABE;ADOS;SUSAMAM;RAP;RAP
SEHABE;HAYKI;SUSAMAM;RAP;RAP
SEHABE;SERVER URAZ;SUSAMAM;RAP;RAP
SEHABE;BETA BERK BAYINDIR;SUSAMAM;RAP;RAP
SEHABE;TAHRIBAD-I ISYAN;SUSAMAM;RAP;RAP
SEHABE;SOKRAT ST;SUSAMAM;RAP;RAP
SEHABE;OZBI;SUSAMAM;RAP;RAP
SEHABE;DENIZ TEKIN;SUSAMAM;RAP;POP
SEHABE;ASPOVA;SUSAMAM;RAP;RAP
SEHABE;DEFKHAN;SUSAMAM;RAP;RAP
SEHABE;MERT SENEL;SUSAMAM;RAP;RAP
SEHABE;KAMUFLE;SUSAMAM;RAP;RAP
SEHABE;EMIR CAN IGREK;ANLA;RAP;POP
SEHABE;AYDILGE;BIR AYDA UNUTURSUN;RAP;POP
SEHABE;AYCA OZEFE;NEREDESIN DEME;RAP;POP
SEHABE;AYDILGE;SEN;RAP;POP
SEHABE;SANISER;SIYAH;RAP;RAP
SEHABE;SANISER;ASILMAZ YOLLAR;RAP;RAP
SEHABE;SANISER;KAYIP;RAP;RAP
SEHABE;SANISER;GUNES BATSIN;RAP;RAP
MERT SENEL;SANISER;SUSAMAM;RAP;RAP
MERT SENEL;FUAT ERGIN;SUSAMAM;RAP;RAP
MERT SENEL;ADOS;SUSAMAM;RAP;RAP
MERT SENEL;HAYKI;SUSAMAM;RAP;RAP
MERT SENEL;SERVER URAZ;SUSAMAM;RAP;RAP
MERT SENEL;BETA BERK BAYINDIR;SUSAMAM;RAP;RAP
MERT SENEL;TAHRIBAD-I ISYAN;SUSAMAM;RAP;RAP
MERT SENEL;SOKRAT ST;SUSAMAM;RAP;RAP
MERT SENEL;OZBI;SUSAMAM;RAP;RAP
MERT SENEL;DENIZ TEKIN;SUSAMAM;RAP;POP
MERT SENEL;ASPOVA;SUSAMAM;RAP;RAP
MERT SENEL;DEFKHAN;SUSAMAM;RAP;RAP
MERT SENEL;KAMUFLE;SUSAMAM;RAP;RAP
MERT SENEL;GROGI;GOZUMDE BUYUTTUM;RAP;RAP
MERT SENEL;SOKRAT ST;YEMINIM VAR;RAP;RAP
MERT SENEL;BETA BERK BAYINDIR;VAZGEC BENDEN;RAP;RAP
MERT SENEL;BETA BERK BAYINDIR;BU KACINCI YASIM;RAP;RAP
MERT SENEL;SOKRAT ST;ARIYORUM HALA;RAP;RAP
MERT SENEL;SOKRAT ST;DUNUN HATALARI;RAP;RAP
MERT SENEL;KOZMOS;HAY AKSI;RAP;RAP
MERT SENEL;ADOS;SARI SONBAHAR;RAP;RAP
SOKRAT ST;SANISER;NE ICIN YASIYORUM;RAP;RAP
SOKRAT ST;SANISER;SUSAMAM;RAP;RAP
SOKRAT ST;FUAT ERGIN;SUSAMAM;RAP;RAP
SOKRAT ST;ADOS;SUSAMAM;RAP;RAP
SOKRAT ST;HAYKI;SUSAMAM;RAP;RAP
SOKRAT ST;SERVER URAZ;SUSAMAM;RAP;RAP
SOKRAT ST;BETA BERK BAYINDIR;SUSAMAM;RAP;RAP
SOKRAT ST;TAHRIBAD-I ISYAN;SUSAMAM;RAP;RAP
SOKRAT ST;OZBI;SUSAMAM;RAP;RAP
SOKRAT ST;DENIZ TEKIN;SUSAMAM;RAP;POP
SOKRAT ST;ASPOVA;SUSAMAM;RAP;RAP
SOKRAT ST;DEFKHAN;SUSAMAM;RAP;RAP
SOKRAT ST;KAMUFLE;SUSAMAM;RAP;RAP
SOKRAT ST;SANISER;PROLETARYA;RAP;RAP
